Time_ms,V1_mV,V2_mV,V3_mV,V4_mV,V5_mV,V6_mV,V7_mV,V8_mV,V9_mV,u1_mV,u2_mV,u3_mV,u4_mV,u5_mV,u6_mV,u7_mV,u8_mV,u9_mV,FP1_mV,FP2_mV,FP3_mV,FP4_mV,FP5_mV,FP6_mV,FP7_mV,FP8_mV,FP9_mV,FP10_mV,FP11_mV,FP12_mV,FP13_mV,FP14_mV,FP15_mV,FP16_mV,FP17_mV,FP18_mV,FP19_mV,FP20_mV,FP21_mV,FP22_mV,FP23_mV,FP24_mV,FP25_mV,FP26_mV,FP27_mV,FP28_mV,FP29_mV,FP30_mV,FP31_mV,FP32_mV,FP33_mV,FP34_mV,FP35_mV,FP36_mV,FP37_mV,FP38_mV,FP39_mV,FP40_mV,FP41_mV,FP42_mV,FP43_mV,FP44_mV,FP45_mV,FP46_mV,FP47_mV,FP48_mV,FP49_mV,FP50_mV,FP51_mV,FP52_mV,FP53_mV,FP54_mV,FP55_mV,FP56_mV,FP57_mV,FP58_mV,FP59_mV,FP60_mV,FP61_mV,FP62_mV,FP63_mV,FP64_mV
1452,-71.2957637142591,-71.328396972692,-71.3643858428321,-71.3284773469021,-71.3559581758653,-71.3870833651471,-71.3652620766866,-71.3885399569574,-71.4143406987372,-0.00304588919618915,-0.00162015575037328,0.000456285110042818,-0.00127363022017693,0.000350370600222202,0.00200278311669808,0.0019030931312087,0.00383388909887017,0.00443737507084219,-2.14560749483145e-05,-1.98508029155601e-05,-1.80794056729862e-05,-1.61692313110989e-05,-1.41468174856766e-05,-1.2038526874721e-05,-9.8708223451755e-06,-7.67093704404064e-06,-1.92801737444914e-05,-1.76758350348324e-05,-1.59129803008357e-05,-1.40185802141464e-05,-1.20187968492566e-05,-9.94000281629242e-06,-7.80875624403127e-06,-5.65259927087144e-06,-1.68288259101599e-05,-1.52259361264999e-05,-1.34741165812855e-05,-1.15995188768569e-05,-9.62801567081256e-06,-7.58573360994454e-06,-5.49924123627085e-06,-3.39624230049787e-06,-1.41218835248794e-05,-1.25201048213415e-05,-1.07805059521272e-05,-8.9285115883677e-06,-6.98958772213471e-06,-4.989346601198e-06,-2.95438908835359e-06,-9.12390063028569e-07,-1.11781931643124e-05,-9.57631902965231e-06,-7.8493205947813e-06,-6.02178543806383e-06,-4.11841463419849e-06,-2.16450074373019e-06,-1.86476282236403e-07,1.78811045872323e-06,-8.01626082457481e-06,-6.41258722343138e-06,-4.69778250752434e-06,-2.89547033230714e-06,-1.02969240883511e-06,8.74672511927928e-07,2.79166759639579e-06,4.69369616205577e-06,-4.6545760196417e-06,-3.04697336580665e-06,-1.34340533745708e-06,4.33500430737693e-07,2.26048120880558e-06,4.11327532157667e-06,5.9661954063552e-06,7.7916928621339e-06,-1.11234797428395e-06,5.01528974980588e-07,2.19523493397641e-06,3.94722083270901e-06,5.73504641592716e-06,7.53499671314674e-06,9.32172026267402e-06,1.1067923628364e-05
1454,-71.2819945781034,-71.3146357651802,-71.3506319240765,-71.3147161744977,-71.3422035935115,-71.3733344909035,-71.3515084958453,-71.3747915985004,-71.4005964283581,-0.00304663317313294,-0.00162035702994657,0.000456579907984908,-0.00127376624008211,0.000350832319009179,0.00200354655582449,0.00190366252299136,0.00383503733783198,0.00443854303109228,-2.11570368402234e-05,-1.9509298706986e-05,-1.76970834555391e-05,-1.57487171533678e-05,-1.36917008596994e-05,-1.15533507822674e-05,-9.36104581747309e-06,-7.14289770926811e-06,-1.89389519166518e-05,-1.72927362818319e-05,-1.54898648465086e-05,-1.35582738039158e-05,-1.15250594675818e-05,-9.41753395247492e-06,-7.26315100019099e-06,-5.09031656001775e-06,-1.64468999823298e-05,-1.48029022984781e-05,-1.30120487565254e-05,-1.11014166953857e-05,-9.09779863843733e-06,-7.02823593987139e-06,-4.92017395419845e-06,-2.80216191478289e-06,-1.37016907631489e-05,-1.20597352445978e-05,-1.02822211076881e-05,-8.39547369428968e-06,-6.42586329808273e-06,-4.39987816213227e-06,-2.34498565291666e-06,-2.89679769770928e-07,-1.07231204833893e-05,-9.08212821620652e-06,-7.31844948353221e-06,-5.45754615664381e-06,-3.52498699232575e-06,-1.54692203916599e-06,4.493697038665e-07,2.43554937184225e-06,-7.53064358636583e-06,-5.88901883964242e-06,-4.13885483216414e-06,-2.30461896753561e-06,-4.11196998826068e-07,1.51569545735699e-06,3.44929387688773e-06,5.3612228877288e-06,-4.14367154469048e-06,-2.49936724920224e-06,-7.61822932908604e-07,1.04551782876073e-06,2.89857682331557e-06,4.77228731606645e-06,6.64017483181476e-06,8.47392999510988e-06,-5.82312218593085e-07,1.06695456112604e-06,2.79321545163099e-06,4.57413458981241e-06,6.38648371550076e-06,8.20576679267371e-06,1.00058701778851e-05,1.17587750323591e-05
1456,-71.2682137460792,-71.3008635457013,-71.3368677110006,-71.3009439925131,-71.3284385748415,-71.359575786795,-71.337744642424,-71.3610334447499,-71.3868428494251,-0.00304743995151472,-0.00162058721784075,0.000456887985999502,-0.00127392423597856,0.0003513104208988,0.00200435772544823,0.0019042741847645,0.00383627066863914,0.00443980500741404,-2.0889024025863e-05,-1.91948418149779e-05,-1.73375568928246e-05,-1.53465432373181e-05,-1.32503339944816e-05,-1.10772673731789e-05,-8.85570709950963e-06,-6.61471344440939e-06,-1.86236404062376e-05,-1.69315691472704e-05,-1.50844469029269e-05,-1.31112444083266e-05,-1.10400604470737e-05,-8.89921523082601e-06,-6.71712726372954e-06,-4.52313706099604e-06,-1.60852744219337e-05,-1.43961930235919e-05,-1.25620962161517e-05,-1.06110547058728e-05,-8.5708484025982e-06,-6.46950160852322e-06,-4.33540572372029e-06,-2.19802663471112e-06,-1.32957481681032e-05,-1.16096445880277e-05,-9.79003562018262e-06,-7.86421323488128e-06,-5.85951863755063e-06,-3.8033834777106e-06,-1.7242107633396e-06,3.48615080845446e-07,-1.02758608495562e-05,-8.59178394622398e-06,-6.78727797004887e-06,-4.88874339816374e-06,-2.92268171431078e-06,-9.16167062935728e-07,1.10260631015815e-06,3.10443787559569e-06,-7.04606813410732e-06,-5.36252956854598e-06,-3.57289350568024e-06,-1.70253326524454e-06,2.22757726627522e-07,2.1763614198023e-06,4.13063763830288e-06,6.05636143405477e-06,-3.62675644697652e-06,-1.94179005530013e-06,-1.66191217364768e-07,1.67572061982918e-06,3.5589897828568e-06,5.4576802331325e-06,7.34446314843719e-06,9.19019788090759e-06,-3.89863449320313e-08,1.64963045513204e-06,3.41249050838719e-06,5.22641343937546e-06,7.06732285424703e-06,8.90987871068565e-06,1.07271389267182e-05,1.24902893047577e-05
1458,-71.2544208052763,-71.2870799157462,-71.3230928204483,-71.2871604024832,-71.3146627333916,-71.3458068794095,-71.3239701336818,-71.3472651229608,-71.3730795997876,-0.00304831085126476,-0.0016208469623542,0.00045720957563749,-0.00127410470655207,0.000351805160324991,0.00200521754656186,0.00190492897177936,0.00383759080378361,0.00444116291486436,-2.06520026832319e-05,-1.89073817109794e-05,-1.70007589965793e-05,-1.49626265081078e-05,-1.28226185651689e-05,-1.0610164190704e-05,-8.3546809896841e-06,-6.08624804825952e-06,-1.83341868849183e-05,-1.659226492543e-05,-1.46966415540445e-05,-1.26773914139278e-05,-1.05636843700392e-05,-8.38491758577809e-06,-6.17054384304583e-06,-3.95090927482516e-06,-1.57438781308995e-05,-1.4005721099744e-05,-1.21241559173735e-05,-1.01283146166402e-05,-8.04703237398704e-06,-5.90938494330205e-06,-3.74477947418533e-06,-1.58366986223606e-06,-1.29039659275439e-05,-1.11697272775535e-05,-9.30382843909242e-06,-7.33459443355945e-06,-5.2904042369766e-06,-3.19970068260002e-06,-1.09189189161772e-06,1.0026758135155e-06,-9.83630606290622e-06,-8.10516258406853e-06,-6.2556675203964e-06,-4.31522440860029e-06,-2.31133295268655e-06,-2.72058320425981e-07,1.77342097124883e-06,3.79497142299309e-06,-6.56240862052416e-06,-4.83297855876973e-06,-2.99974322214745e-06,-1.0890443405919e-06,8.72353079017899e-07,2.8568626840004e-06,4.83590042565772e-06,6.77932062487136e-06,-3.10368824266689e-06,-1.3740847435703e-06,4.43660802388618e-07,2.3242927619039e-06,4.24191583580681e-06,6.16966010053486e-06,8.07927494328364e-06,9.94071767398255e-06,5.17787397089324e-07,2.24972856862396e-06,4.05324541304393e-06,5.90425512408538e-06,7.77777274530829e-06,9.64755103963347e-06,1.14857529336279e-05,1.32626987790725e-05
1460,-71.2406153347763,-71.2732844690536,-71.3093068617758,-71.2733649981918,-71.3008756751561,-71.332027388014,-71.310184579398,-71.333486253078,-71.3593063101579,-0.00304924721485352,-0.00162113692185951,0.000457544913534664,-0.00127430815811034,0.000352316797928536,0.00200612695743415,0.00190562775505066,0.00383899948691099,0.00444261870224214,-2.04459483162471e-05,-1.86468757439414e-05,-1.66866289066463e-05,-1.45968884065112e-05,-1.24084591366446e-05,-1.01519300418088e-05,-7.85784212818188e-06,-5.55736385814365e-06,-1.80705464920158e-05,-1.62747607967097e-05,-1.43263682039697e-05,-1.22566170065995e-05,-1.00958170699895e-05,-7.87451174203417e-06,-5.62325790512439e-06,-3.3734786435779e-06,-1.5422645462686e-05,-1.36314032895076e-05,-1.16981273152851e-05,-9.65307916943133e-06,-7.52621753793409e-06,-5.34773851506213e-06,-3.14813476425513e-06,-9.58920096702544e-07,-1.25262575925467e-05,-1.07398796685489e-05,-8.82347910393686e-06,-6.80648066305705e-06,-4.71836832091028e-06,-2.58866411282284e-06,-4.47851106041356e-07,1.67269064848831e-06,-9.40434921917511e-06,-7.6221404428412e-06,-5.72347805731763e-06,-3.73683350831246e-06,-1.69077045076985e-06,3.855876424014e-07,2.46200868398954e-06,4.50735448591865e-06,-6.0795382066081e-06,-4.30022259569174e-06,-2.41924493014805e-06,-4.63978050531924e-07,1.5377771703757e-06,3.55739985535975e-06,5.56529359797393e-06,7.53032048977256e-06,-2.57432105015136e-06,-7.96089479999002e-07,1.0679103269848e-06,2.99142598555446e-06,4.94756001116071e-06,6.90844370765374e-06,8.84483698533e-06,1.07257239652029e-05,1.08817274152007e-06,2.86742817149563e-06,4.71567430639306e-06,6.60786762775125e-06,8.51805403188545e-06,1.04190154510304e-05,1.2281953069325e-05,1.4076251330507e-05
1462,-71.226796905492,-71.2594767914619,-71.2955094367132,-71.2595573655225,-71.2870769984476,-71.3182369244214,-71.296387581734,-71.3196964476042,-71.3455226039836,-0.00305025040873986,-0.0016214577646577,0.000457894241903613,-0.0012745351043387,0.00035284560167699,0.00200708691496238,0.00190637142258059,0.00384049849416581,0.00444417435320933,-2.02708457429048e-05,-1.84132890937835e-05,-1.63951121913769e-05,-1.42492552311541e-05,-1.20077634988053e-05,-9.70245539236921e-06,-7.36506504230444e-06,-5.02792127460256e-06,-1.78326818596351e-05,-1.59790000862337e-05,-1.39735508924236e-05,-1.1848826402723e-05,-9.63634573676359e-06,-7.36786806508861e-06,-5.07512456436414e-06,-2.79068698110321e-06,-1.51215163505172e-05,-1.32731604814346e-05,-1.12839124094366e-05,-9.1852320048693e-06,-7.00827007632351e-06,-4.78441230100854e-06,-2.54530716313778e-06,-3.23600412825986e-07,-1.21625400961939e-05,-1.03200000146139e-05,-8.34886743747987e-06,-6.27973392965321e-06,-4.14325607147388e-06,-1.97010357758789e-06,2.08095471654906e-07,2.35885509892473e-06,-8.97988433160424e-06,-7.14259330173707e-06,-5.19056743248628e-06,-3.15341136181759e-06,-1.06081882949908e-06,1.05696089225075e-06,3.16857237176752e-06,5.24180080068547e-06,-5.59732858616325e-06,-3.76411552436649e-06,-1.83123507416782e-06,1.72845640521476e-07,2.21922538439399e-06,4.27818219923814e-06,6.31903847413998e-06,8.30959229245284e-06,-2.03850509900319e-06,-2.07637077132169e-07,1.70674133230909e-06,3.67732011108087e-06,5.67613679267478e-06,7.67425867587322e-06,9.64138813231848e-06,1.1545464757871e-05,1.67233973348762e-06,3.50291624164782e-06,5.39998042667103e-06,7.33746949076959e-06,9.28839918073989e-06,1.12245168124536e-05,1.31159947012156e-05,1.49312106060757e-05
1464,-71.2129650800049,-71.245656460754,-71.2817001392194,-71.2457370823053,-71.2732662937483,-71.30443509285,-71.2825787350877,-71.3058953114613,-71.3317280973148,-0.00305132182396063,-0.00162181017017713,0.000458257808386388,-0.00127478606693416,0.000353391846204057,0.00200809839444119,0.00190716087932838,0.00384208963505819,0.00444583188723844,-2.01266888880939e-05,-1.82065945506108e-05,-1.61261604017183e-05,-1.39196576191979e-05,-1.16204421059581e-05,-9.26163163674497e-06,-6.87622368273096e-06,-4.49777874176984e-06,-1.76205628026851e-05,-1.5704931755044e-05,-1.36381177460729e-05,-1.14539272768728e-05,-9.18515848471392e-06,-6.86485631372833e-06,-4.52599681271641e-06,-2.20237244318185e-06,-1.48404357633635e-05,-1.29309172160426e-05,-1.08814153192738e-05,-8.72465739806235e-06,-6.49305534368899e-06,-4.21925397917748e-06,-1.93612827235448e-06,3.22471587729343e-07,-1.18127333162572e-05,-9.90998809329715e-06,-7.87987334269265e-06,-5.75421488025987e-06,-3.56490987483867e-06,-1.34384447320751e-06,8.7613767354871e-07,3.06137217838034e-06,-8.56280626018763e-06,-6.66639626627391e-06,-4.65679141334847e-06,-2.56479505243816e-06,-4.21297521385988e-07,1.74225814085686e-06,3.8933231326752e-06,5.99853372324778e-06,-5.11564991139553e-06,-3.22450823392367e-06,-1.23554568218293e-06,8.21612815018189e-07,2.9169007038919e-06,5.01942810672888e-06,7.09736695205076e-06,9.11737922685068e-06,-1.49608657251628e-06,3.91445126614737e-07,2.36034484732445e-06,4.38218358970995e-06,6.42787077697141e-06,8.46734416962523e-06,1.04691801786407e-05,1.24002021486814e-05,2.27046513314274e-06,4.15638795458151e-06,6.10637669993992e-06,8.09329040514787e-06,1.00890533082885e-05,1.20643139513142e-05,1.39881483358163e-05,1.58278565392608e-05
1466,-71.199119412396,-71.2318230464987,-71.2678785553332,-71.2319037181556,-71.2594431435607,-71.2906214897816,-71.2687576259448,-71.2920824418468,-71.317922398671,-0.00305246287689524,-0.00162219482863044,0.000458635866675759,-0.00127506157597434,0.000353955813529843,0.00200916239062987,0.001907997047578,0.00384377475310142,0.00444759336127632,-2.00134813241859e-05,-1.80267730205616e-05,-1.58797315972944e-05,-1.36080310431597e-05,-1.12464085368452e-05,-8.82935161787829e-06,-6.39119164030099e-06,-3.96679257133808e-06,-1.74341668497661e-05,-1.5452510955385e-05,-1.33200014683839e-05,-1.10718302604435e-05,-8.74214457302365e-06,-6.36534563171256e-06,-3.97572531042052e-06,-1.60836929196085e-06,-1.45793543105073e-05,-1.26046020095367e-05,-1.04905426446144e-05,-8.27124039259627e-06,-5.98043765210985e-06,-3.65210852301801e-06,-1.32042544516119e-06,9.79484089002912e-07,-1.14767604107748e-05,-9.50974545791923e-06,-7.4163768518732e-06,-5.22978262736617e-06,-2.98316887841181e-06,-7.09707420640793e-07,1.55647164531252e-06,3.78045255962945e-06,-8.15301062779291e-06,-6.19342379899799e-06,-4.12200352299845e-06,-1.97081789761243e-06,2.27979342439181e-07,2.44168296909091e-06,4.63648040556067e-06,6.77778626640187e-06,-4.63437067271226e-06,-2.68124846381222e-06,-6.32004180738498e-07,1.48251557706508e-06,3.6310136485056e-06,5.78136490668623e-06,7.90052129868188e-06,9.95393620201004e-06,-9.46907522650071e-07,1.0013353515222e-06,3.02891879425626e-06,5.10623326091039e-06,7.20299642976499e-06,9.28795065282263e-06,1.13284776292498e-05,1.32902123044913e-05,2.88273219720815e-06,4.82804641966849e-06,6.83508544521227e-06,8.87557086953992e-06,1.09202737923552e-05,1.29386794324921e-05,1.4898699701979e-05,1.67664855055468e-05
1468,-71.1852594480698,-71.2179761098838,-71.2540442630193,-71.2180568343099,-71.2456071222499,-71.2767957038127,-71.2549238327252,-71.278257428087,-71.3041051088977,-0.00305367501033272,-0.00162261244198256,0.000459028676319518,-0.00127536216997124,0.000354537793343544,0.00201027991814282,0.00190888086860835,0.00384555572795804,0.00444946087077474,-1.99312366476086e-05,-1.7873813742453e-05,-1.5655790362268e-05,-1.33143156627499e-05,-1.0885579276707e-05,-8.40550926333553e-06,-5.90984197451068e-06,-3.43481689547792e-06,-1.72734794567591e-05,-1.52216991052611e-05,-1.3019139259592e-05,-1.07024486646832e-05,-8.30719430830902e-06,-5.86920451793949e-06,-3.42415841620282e-06,-1.00850778552378e-06,-1.43382282391851e-05,-1.22941474901495e-05,-1.01112032583903e-05,-7.82486661968945e-06,-5.47028036380499e-06,-3.0828182565257e-06,-6.98021711043712e-07,1.64763117086518e-06,-1.11545478801951e-05,-9.11917533209669e-06,-6.95825811372877e-06,-4.70629474129389e-06,-2.39786906463751e-06,-6.75082049762982e-08,2.24929994697285e-06,4.51631497270917e-06,-7.75039401405994e-06,-5.72354969887143e-06,-3.58605498882793e-06,-1.37130918091078e-06,8.87203231223541e-07,3.15544617110332e-06,5.39827236753951e-06,7.57980168486545e-06,-4.15335769782635e-06,-2.13418069613799e-06,-2.04330947997563e-08,2.15575262060662e-06,4.36178286505836e-06,6.56422965758991e-06,8.72875495669415e-06,1.08195306282577e-05,-3.9080563736378e-07,1.62221777815801e-06,3.71266873152307e-06,5.84969510175881e-06,8.00175888660303e-06,1.01363407187777e-05,1.22195584105852e-05,1.42157860573672e-05,3.5093314260976e-06,5.51810347889323e-06,7.58633920438269e-06,9.68456316330796e-06,1.17823312255714e-05,1.38479003794458e-05,1.58479502282067e-05,1.77474107901143e-05
1470,-71.171384723574,-71.2041152035488,-71.2401968320074,-71.2041959834565,-71.2317577958821,-71.2629573155031,-71.2410769256234,-71.2644198514836,-71.2902758210221,-0.00305495969434525,-0.00162306372383154,0.000459436503120976,-0.00127568839627749,0.000355138082954157,0.00201145201253081,0.00190981330217957,0.00384743447568688,0.00445143655103483,-1.98799779077917e-05,-1.77477139850646e-05,-1.54543077979022e-05,-1.30384565639718e-05,-1.05378739509215e-05,-7.98999985900843e-06,-5.43204713276294e-06,-2.90170343846925e-06,-1.71384936793088e-05,-1.50124637578458e-05,-1.27354729001624e-05,-1.03456987573581e-05,-7.88019908270992e-06,-5.37630073122245e-06,-2.87114190806841e-06,-4.02613914438571e-07,-1.41170193696812e-05,-1.19994903027341e-05,-9.74330855533044e-06,-7.38542251110042e-06,-4.96244569509574e-06,-2.51122257721679e-06,-6.87354279518556e-08,2.32711327446371e-06,-1.08460254650385e-05,-8.73818271996802e-06,-6.50539732009047e-06,-4.18360705061929e-06,-1.80884291841239e-06,5.8294260485102e-07,2.9548320357108e-06,5.26918653672382e-06,-7.35485374602848e-06,-5.25664689642632e-06,-3.04879455979326e-06,-7.66094068174364e-07,1.55657153644863e-06,3.88376607757159e-06,6.17893630058826e-06,8.40483384490851e-06,-3.67247595268002e-06,-1.58314602659176e-06,5.99350096098964e-07,2.84152926394345e-06,5.10943533970578e-06,7.36826931355365e-06,9.58233279210759e-06,1.17144428434931e-05,1.72385936516686e-07,2.25428268735493e-06,4.41180788811969e-06,6.61280439753161e-06,8.82441416570178e-06,1.10127893781495e-05,1.31427144282868e-05,1.51772296246516e-05,4.15046052209737e-06,6.22677980974781e-06,8.36038100642787e-06,1.05205315961614e-05,1.26755097577154e-05,1.47922789680904e-05,1.6836217926097e-05,1.87709635700386e-05
1472,-71.1574947664134,-71.1902398714059,-71.2263358236278,-71.1903207095577,-71.2178947220553,-71.2491058972165,-71.227216466443,-71.2505692851591,-71.276434120102,-0.00305631842719162,-0.00162354940019508,0.000459859619361999,-0.00127604081148009,0.000355756987577074,0.00201267973079294,0.00191079532782645,0.00384941295116837,0.00445352257876637,-1.9859738270988e-05,-1.76484793144428e-05,-1.52752614809846e-05,-1.2780403384429e-05,-1.0203214937895e-05,-7.58271970468302e-06,-4.95767899443596e-06,-2.36730173597483e-06,-1.70292104875131e-05,-1.48247786334159e-05,-1.24689485983341e-05,-1.00014994126259e-05,-7.4610512384049e-06,-4.88650127121616e-06,-2.31651922184436e-06,2.09490291462004e-07,-1.39156951139975e-05,-1.17205710000254e-05,-9.38677207377923e-06,-6.95279499107964e-06,-4.45679482535337e-06,-1.93715820752667e-06,5.67619326003647e-07,3.01813670469081e-06,-1.05511261425101e-05,-8.36667418709127e-06,-6.05767464404713e-06,-3.6615738804729e-06,-1.21591977887478e-06,1.24183921877127e-06,3.67328380283618e-06,6.03930246950845e-06,-6.96628789002908e-06,-4.79258757623024e-06,-2.51006862355891e-06,-1.54993795580692e-07,2.23628710858684e-06,4.62686815736707e-06,6.97871834632671e-06,9.25314703096963e-06,-3.19158867510302e-06,-1.02798222780072e-06,1.22753277573393e-06,3.54005732118884e-06,5.87420611534982e-06,8.19374055144804e-06,1.046153101154e-05,1.2638965926536e-05,7.42838382251661e-07,2.89772624333347e-06,5.12655696638415e-06,7.39580551614142e-06,9.67122904435078e-06,1.19175840250881e-05,1.40982514055178e-05,1.61748643816703e-05,4.80632429873112e-06,6.95430470591228e-06,9.15746405184998e-06,1.13837522756903e-05,1.36001069897331e-05,1.57721323356302e-05,1.78638371662696e-05,1.98374926304051e-05
1474,-71.143589094856,-71.1763496484587,-71.2124607906417,-71.1764305476683,-71.2040174497302,-71.2352410129577,-71.2133420084279,-71.2367052938902,-71.2625795830722,-0.00305775273637191,-0.00162407021035085,0.00046029830370502,-0.00127641998175782,0.000356394820760059,0.00201396415189586,0.00191182794537727,0.00385149314810972,0.00445572117317276,-1.98705615842137e-05,-1.7576124272564e-05,-1.51186360667858e-05,-1.25401109733781e-05,-9.88152783848454e-06,-7.18356628816575e-06,-4.48660860672365e-06,-1.83145860804216e-06,-1.69456392917752e-05,-1.46586241775657e-05,-1.22195173726473e-05,-9.66977240848934e-06,-7.0496440071814e-06,-4.39967213242906e-06,-1.76013083261401e-06,8.27987574434864e-07,-1.37342288809675e-05,-1.14573344382792e-05,-9.04150980537e-06,-6.52687145319313e-06,-3.95318745990553e-06,-1.36045849389852e-06,1.21123366310786e-06,3.7209146396063e-06,-1.02697862462819e-05,-8.00455791605714e-06,-5.6149700376719e-06,-3.14004737157862e-06,-6.1892500240848e-07,1.90938162814153e-06,4.40487855689968e-06,6.82690687256617e-06,-6.58459516104574e-06,-4.331242801802e-06,-1.96972069432336e-06,4.62175097358579e-07,2.92655931284238e-06,5.38498601554086e-06,7.79787423878361e-06,1.01250165351709e-05,-2.71055688513252e-06,-4.68523222026355e-07,1.86430787477001e-06,4.25155588569096e-06,6.65633914934366e-06,9.04091050713543e-06,1.13666377141146e-05,1.35934063523848e-05,1.32072794844643e-06,3.55275124788824e-06,5.85714497358172e-06,8.19895279821573e-06,1.05424816946404e-05,1.28510249168447e-05,1.50864894292021e-05,1.72090274879633e-05,5.47713536457844e-06,7.70091690796744e-06,9.97785257181678e-06,1.22745138794731e-05,1.45564345278401e-05,1.67877931510296e-05,1.8931159212543e-05,2.0947365059876e-05
1476,-71.1296672177328,-71.1624440606149,-71.198571277064,-71.1625250237487,-71.1901255190476,-71.2213622182031,-71.1994530960855,-71.2228274339414,-71.2487117785823,-0.00305926417964243,-0.00162462690626075,0.000460752842026901,-0.00127682648297908,0.000357051904644618,0.00201530637780484,0.00191291217572577,0.00385367710154338,0.00445803459801628,-1.99125017436012e-05,-1.75306718004085e-05,-1.49844229192095e-05,-1.23175390656176e-05,-9.57274133208605e-06,-6.79243825681381e-06,-4.01870630222337e-06,-1.29401827944799e-06,-1.68877975383366e-05,-1.45139872063024e-05,-1.19871349426317e-05,-9.35044243733088e-06,-6.64587168198809e-06,-3.91567840595758e-06,-1.20181448325175e-06,1.45306521044562e-06,-1.35725998964483e-05,-1.12097296163554e-05,-8.70744017934611e-06,-6.10754000829887e-06,-3.45148206392369e-06,-7.80953692977168e-07,1.86230363773064e-06,4.43566699689272e-06,-1.00019455587352e-05,-7.65174392193828e-06,-5.17716350676694e-06,-2.61887789332521e-06,-1.76802491797358e-08,2.5857753440951e-06,5.1498469688759e-06,7.63225304576703e-06,-6.20967515132783e-06,-3.87248278846747e-06,-1.42759160943525e-06,1.08560059714906e-06,3.62760383025232e-06,6.15836146351422e-06,8.63666967308791e-06,1.10207293028215e-05,-2.22923968338994e-06,9.54008166124462e-08,2.50987392115122e-06,4.97625138326361e-06,7.45608765921358e-06,9.91005730378091e-06,1.22979536402491e-05,1.45780846579655e-05,1.90623581843695e-06,4.21956729990302e-06,6.60380943680271e-06,9.02251078137357e-06,1.14384623923274e-05,1.38134260613211e-05,1.61077638409364e-05,1.82800727340884e-05,6.16311440688889e-06,8.46686487619344e-06,1.08218222796694e-05,1.31931182808083e-05,1.55448188920576e-05,1.78396105121048e-05,2.00385532573813e-05,2.21009670888173e-05
1478,-71.1157286342324,-71.1485226244921,-71.1846668179813,-71.148603654469,-71.1762184611453,-71.2074690597278,-71.1855492650047,-71.2089352528908,-71.234830266832,-0.00306085434595373,-0.00162522025374752,0.000461223526823074,-0.00127726090125751,0.00035772856992991,0.00201670753422616,0.0019140490614078,0.00385596688858221,0.00446046516262736,-1.99856233316753e-05,-1.75121537273321e-05,-1.48726203454075e-05,-1.21126523353095e-05,-9.27678697325579e-06,-6.40923529511802e-06,-3.55384157264683e-06,-7.5482234456329e-07,-1.68557110231139e-05,-1.4390861085084e-05,-1.17717616481287e-05,-9.04343689462723e-06,-6.2496293840496e-06,-3.43438419686506e-06,-6.41405071295293e-07,2.08491511802949e-06,-1.34307932411342e-05,-1.09777095725516e-05,-8.38448384380376e-06,-5.69468908698685e-06,-2.95153569953913e-06,-1.98470866208815e-07,2.52103026676601e-06,5.1626203327627e-06,-9.74754707312241e-06,-7.30814363752649e-06,-4.74413476408049e-06,-2.09791381190827e-06,5.87996555659656e-07,3.27123138257791e-06,5.90842693561753e-06,8.45560314966257e-06,-5.84142795823155e-06,-3.41617665250804e-06,-8.83519438724667e-07,1.71547515177103e-06,4.3396425351041e-06,6.94724417691147e-06,9.49538004601678e-06,1.19405836590147e-05,-1.74749403854531e-06,6.63963366881496e-07,3.16443473644117e-06,5.71437734994171e-06,8.27371354295583e-06,1.08014695507624e-05,1.32557918272442e-05,1.55933354139692e-05,2.49954789464621e-06,4.8983903040016e-06,7.36679595101188e-06,9.86675388912373e-06,1.23594729526252e-05,1.48051148252452e-05,1.71624250780172e-05,1.93883705834327e-05,6.86448963334404e-06,9.25240638267251e-06,1.16896599134664e-05,1.41398801962606e-05,1.65656011629611e-05,1.8927949773958e-05,2.11864063660716e-05,2.32987043932876e-05
